frame,actor_1_ppa,actor_2_ppa
1,0.05661252308848576,0.015124748000844863
2,0.05568377921404148,0.016685548701348613
3,0.054513680183391686,0.018145074369706395
4,0.05343780940401578,0.01948353150115718
5,0.05270445987246327,0.02071012096459452
6,0.052427069609094996,0.021897008168106094
7,0.05244118222637974,0.023161776564323455
8,0.05216715734169293,0.02463096608902154
9,0.05052298272599355,0.026421461137024493
10,0.04606257050904861,0.028646525500382894
11,0.03769369855543679,0.031434168599366596
12,0.02636766383903931,0.0349423503898676
13,0.02080066261331846,0.039362546670506524
14,0.0184486442729522,0.044908321773341274
15,0.0153138078535076,0.051749391405960556
16,0.012196598892762629,0.05972383262009595
17,0.009502956921291678,0.06814818422067412
18,0.007381466049709195,0.07302053571015943
19,0.005794856757137011,0.0663683716975187
20,0.004631309124094207,0.047383863349369726
21,0.003779207712943027,0.03466403729911713
22,0.003150175240575496,0.0346064716804864
23,0.0026801365801247187,0.03177188591218684
24,0.0023242282052873277,0.02838448863653467
25,0.002051360623299689,0.02535694426116343
26,0.0018399558102892798,0.022915615898638417
27,0.0016746142562667848,0.021018729957169087
28,0.0015443703782406523,0.019551640664952772
29,0.0014415147136013393,0.01840129516066039
30,0.0013605305046933873,0.017471494252488146
31,0.001298089796524464,0.016684670764786386
32,0.001251397922688769,0.015988666266305816
33,0.0012181758171429795,0.01534637253124526
34,0.0011966465110898655,0.014730382589826927
35,0.001185486520565454,0.014121299546358393
36,0.0011837529298505004,0.013507267249957499
37,0.0011908020960335046,0.01288352202095007
38,0.0012062144242281395,0.011653839598022662
39,0.0012297349956165693,0.01106556981356703
40,0.0012612466146166854,0.010483485814604256
41,0.0013007155844931538,0.009918718082143363
42,0.0013481411301499622,0.009382556233174485
43,0.0014035065763198828,0.008885589946707202
44,0.0014667329022105455,0.008437232115812156
45,0.0015376378539036686,0.008045647822741024
46,0.0016159063893187342,0.007718053622836797
47,0.0017010804673507258,0.007461334918125199
48,0.0017925773396385441,0.0072829539016269216
49,0.0018897446522297514,0.007192182543630648
50,0.001991958284412136,0.007201799589725389
51,0.002098759839416281,0.007330546269953469
52,0.0022100185592217754,0.007606912156332055
53,0.0023260623780661143,0.008075277280750092
54,0.0024475120078049565,0.008806116477138384
55,0.002573777944239797,0.009913000728641255
56,0.002699344385228554,0.01158178119120869
57,0.0029932246995071315,0.014115467884900097
58,0.0038583068082973793,0.01787110238301501
59,0.0051609018529001635,0.022663326949018982
60,0.0067969653050538315,0.026857180585216973
61,0.008779942490812773,0.02650835161066769
62,0.01115610243081044,0.032067575278550746
63,0.01394912796878146,0.055772941939263125
64,0.01708873765754072,0.06450675885160102
65,0.02022559793396756,0.05914888146096073
66,0.022371366234401623,0.049965237468527345
67,0.023661552060609416,0.041126022565285324
68,0.04605170477262276,0.0337396087500342
69,0.06199175192237749,0.027984614624558247
70,0.06197272047139113,0.023584969366239845
71,0.05215035068307882,0.020217323375411683
72,0.042540220561371335,0.01761444090676491
73,0.032160755003052564,0.015575081450077365
74,0.02361698803455982,0.01395128565523447
75,0.017257359232428243,0.012633617503147888
76,0.012733079163787757,0.0115417937933736
77,0.009579821440906204,0.010621026971159051
78,0.007386240815463148,0.009835525402557822
79,0.005848575553338284,0.009292106436052326
80,0.0047583134190862615,0.008869967531434535
81,0.003976316115494822,0.008506173480971279
82,0.003408262995588964,0.008196686530327214
83,0.002986691867804445,0.007940192759628241
84,0.002668795828708054,0.00773531702344504
85,0.0024265846810899274,0.007581757553545234
86,0.002241321719499161,0.007480390529286644
87,0.0021002486835589923,0.007432503466378748
88,0.0019945828199795295,0.007438986496388293
89,0.0019182693941746335,0.007500618705055878
90,0.0018671765174546762,0.007619451781648061
91,0.001838565487073882,0.0078002325405085535
92,0.001830726297598373,0.008051501619259403
93,0.0018426941435088365,0.00838676643114355
94,0.0018739618720979064,0.008826285654687656
95,0.001924065678498764,0.009400024880213673
96,0.0019918264301491775,0.01015256591073086
97,0.002073752983977455,0.011151534108899923
98,0.0021605154439205917,0.012502477725696072
99,0.0022289369979530196,0.014375829824896538
100,0.002228415313970622,0.017058109430669374
101,0.00264751721233067,0.02103901146746875
102,0.0034938545380645155,0.02719693920593012
103,0.004605196480846875,0.0369021074398304
104,0.005777573446378941,0.051109979660417686
105,0.006490314381921352,0.06643450710937784
106,0.006203420462420733,0.06736017093600671
107,0.005030478357346056,0.04093095869074862
108,0.00362823503141775,0.03292068605810804
109,0.0025557874069445236,0.02579935174969288
110,0.0023485467405997443,0.018302319878559237
111,0.002075613782929991,0.012909222414393908
112,0.0018092533421902707,0.009322914466918845
113,0.001574333529695044,0.0066175966385155025
114,0.0013754891449702664,0.005095175924698283
115,0.0012095982282456304,0.0040198489186715
116,0.0010715635945171467,0.003240106038461097
117,0.0009563660421970206,0.002661073384258365
118,0.0008596776423782177,0.002222013626657149
119,0.0007779626569291365,0.0018830443840982406
120,0.0007084167134199467,0.0016173357261581357
121,0.0006488565891652116,0.001406427396267432
122,0.0005976014258647257,0.0012373410319179176
123,0.0005533603556185355,0.0011007560561297114
124,0.0005151365909177012,0.000989841399106626
125,0.00048215413702185203,0.0008995028407865742
126,0.0004538082255939687,0.0008258953844672269
127,0.00042963606139021914,0.0007661031090299572
128,0.00040930216550364286,0.0007179239722252442
129,0.0003925924202064148,0.0006797208419989112
130,0.0003794116657334901,0.0006503152722847939
131,0.0003696080482749433,0.0006287625747783196
132,0.0003629748150768655,0.0006143320945983707
133,0.00035940535102011963,0.000606619872492504
134,0.00035889299486830604,0.0006055282156796673
135,0.00036153853138569034,0.0006112648058134274
136,0.00036756632596533973,0.0006243733313489802
137,0.0003773516759091654,0.000645792673266091
138,0.0003914640057521567,0.000676955395831275
139,0.000410734363111152,0.0007199609324139695
140,0.00043636162747255684,0.0007779048617516037
141,0.00047008253088429895,0.0008554729054508479
142,0.0005144508319322053,0.000959936054076366
143,0.0005811025175182403,0.001102856785971574
144,0.0006752921685530617,0.0013032480940160574
145,0.0008179777855300571,0.0015931982962327325
146,0.0010257613175365147,0.0020296562511894385
147,0.0013323789248910758,0.0027005648197710877
148,0.001783475208440741,0.0037414171591537565
149,0.002458178817334074,0.005389413636207002
150,0.0035016603752120764,0.008062867036302988
151,0.005148640122186253,0.01232561983089865
152,0.0077791332316267565,0.018169715687435802
153,0.01192580113422506,0.022146197892957395
154,0.01803488673072336,0.03964173548107798
155,0.025342995284317594,0.05093999277461534
156,0.02808195659446757,0.04465924757774997
157,0.04311173970786113,0.034653913787767374
158,0.05136841359387021,0.02652479945312999
159,0.04805951600492724,0.020774040632012027
160,0.041993603996294024,0.016793304948359854
161,0.03645247151282024,0.013993810170473374
162,0.03153495814641332,0.011924826970176392
163,0.02727516794814193,0.010353497384768075
164,0.02383299800282426,0.009148478148180591
165,0.02112029710531751,0.008215373762412971
166,0.018990353527138727,0.007487670618475945
167,0.0173039463967075,0.006918821571510243
168,0.015945293027867943,0.006476292025280603
169,0.014821160907899799,0.0061374574723598715
170,0.013855705685950393,0.005886863114452657
171,0.012985445910876074,0.00571442103980771
172,0.01215598057858527,0.005614270707503198
173,0.011320904545105892,0.005584086960598336
174,0.010443003247449033,0.00562466951735064
175,0.009506996981959061,0.005739804968878989
176,0.008540267505032199,0.005937423621133134
177,0.00756935840409808,0.006230883879308207
178,0.00661557951660584,0.0066405785981517975
179,0.0056936277838079,0.007196276258821138
180,0.004812184151428099,0.007940361428568474
181,0.004004553054836368,0.009067979622590892
182,0.003255291303182155,0.010749488977252163
183,0.0025454712878522057,0.01313643002206897
184,0.0018792199079154073,0.01652958124783429
185,0.001860643260732988,0.021131794583907394
186,0.0018472028721099193,0.026852040441258152
187,0.0018129681286162378,0.032645302773726195
188,0.0017647715753690433,0.03403480970999045
189,0.0017110770431461866,0.029577666778314016
190,0.0016529338018182323,0.018213858843444605
191,0.00159067473899301,0.01395057884906135
192,0.0015252889588097333,0.011976273135942139
193,0.0014582232767899445,0.00956254502286077
194,0.0013911810805456023,0.007506534149730079
195,0.0013259350626147514,0.005951710500368475
196,0.0012641631827496457,0.004817823453680648
197,0.0012073319427166108,0.003993642984875797
198,0.0011566438740749773,0.0033889797705010383
199,0.001113031934893742,0.002939659189626375
200,0.0010761905338587325,0.0026000043603094593
