frame,primary_activation,secondary_activation,combined_activation
96,0.5228944746429665,0.0,0.5228944746429665
97,0.5229456000116107,0.0,0.5229456000116107
98,0.5229872583385897,0.0,0.5229872583385897
99,0.5230199562654139,0.0,0.5230199562654139
100,0.5230444969409384,0.0,0.5230444969409384
101,0.5230618866116872,0.0,0.5230618866116872
102,0.523073246723323,0.0,0.523073246723323
103,0.523079735534022,0.0,0.523079735534022
104,0.5230824819773612,0.0,0.5230824819773612
105,0.5230825333162508,0.0,0.5230825333162508
106,0.5230808170567478,0.0,0.5230808170567478
107,0.5230781166811417,0.0,0.5230781166811417
108,0.5230750600377233,0.0,0.5230750600377233
109,0.5230721186997558,0.0,0.5230721186997558
110,0.5230696162747888,0.0,0.5230696162747888
111,0.5230677434933235,0.0,0.5230677434933235
112,0.5230665779098066,1.4310295677074723e-142,0.5230665779098066
113,0.5230661061813675,1.1666655487237766e-71,0.5230661061813675
114,0.5230662471186823,2.493042752567586e-43,0.5230662471186823
115,0.523066873997776,3.9285734447634004e-29,0.523066873997776
116,0.5230678349514795,5.4999691873496096e-21,0.5230678349514795
117,0.5230689705981837,6.87739666718898e-16,0.5230689705981844
118,0.5230701283909888,1.6026645823199018e-12,0.5230701283925915
119,0.5230711734656134,3.176568401887007e-10,0.5230711737832702
120,0.5230719960182857,1.2388245381073387e-8,0.5230720084065311
121,0.5230725154476445,1.565151655455285e-7,0.52307267196281
122,0.5230726816454101,8.765944397815719e-7,0.5230735582398499
123,0.5230724739193725,2.6789130843962885e-6,0.5230751528324569
124,0.5230718980833845,5.173300041902554e-6,0.5230770713834264
125,0.523070982258219,7.0749416773401414e-6,0.5230780571998963
126,0.523069771901904,7.574924795315889e-6,0.5230773468266993
127,0.5230683245362706,7.009568353100965e-6,0.5230753341046237
128,0.5230667045662214,6.212315234843588e-6,0.5230729168814562
129,0.5230649785072775,5.847910701451503e-6,0.523070826417979
130,0.5230632108518789,6.422802739445077e-6,0.5230696336546183
131,0.5230614607222079,8.83064051115578e-6,0.5230702913627191
132,0.5230597793807834,1.573917881246184e-5,0.5230755185595959
133,0.5230582086036774,3.6178293878970555e-5,0.5230943868975563
134,0.5230567798668895,0.00010293750214167502,0.5231597173690311
135,0.5230555142553749,0.00033945752169542876,0.5233949717770703
136,0.523054422975996,0.0012013046704423213,0.5242557276464384
137,0.5230535083403074,0.004227758657188558,0.527281266997496
138,0.523052765078467,0.013835600865969383,0.5368883659444363
139,0.5230521818503666,0.03988112123456198,0.5629333030849286
140,0.5230517428321189,0.09720811201759241,0.6202598548497112
141,0.523051429273242,0.19463851761451684,0.7176899468877589
142,0.523051220940325,0.3139553520660609,0.8370065730063858
143,0.5230510973846983,0.4032138872874326,0.9262649846721309
144,0.5230510389932733,0.4120863495059017,0.9351373884991749
145,0.5230510278016516,0.34689449837096464,0.8699455261726162
146,0.5230510480664652,0.2792900176156776,0.8023410656821428
147,0.523051086608465,0.2849043506262454,0.8079554372347104
148,0.5230511329491245,0.3669115334190839,0.8899626663682084
149,0.5230511792714293,0.44066958264433076,0.9637207619157601
150,0.5230512202402302,0.41090505293585616,0.9339562731760864
151,0.5230512527190118,0.275554301102501,0.7986055538215128
152,0.5230512754192876,0.12579152462654106,0.6488428000458287
153,0.5230512885159293,0.03669331109229657,0.5597445996082259
154,0.5230512932574807,0.006296227835438915,0.5293475210929196
155,0.5230512915954172,0.0005680289725032153,0.5236193205679204
156,0.5230512858504459,2.2965965557931554e-5,0.5230742518160039
157,0.5230512784285569,3.261115245701254e-7,0.5230516045400815
158,0.5230512715939515,1.0954441223785804e-9,0.5230512726893956
159,0.523051267301296,4.5226168705928313e-13,0.5230512673017483
160,0.5230512670857344,7.694656290278627e-18,0.5230512670857344
161,0.523051272005846,8.198843150789605e-25,0.523051272005846
162,0.523051282632516,1.7057983842252528e-35,0.523051282632516
163,0.5230512990752461,6.399848175252432e-53,0.5230512990752461
164,0.5230513210367145,5.629379202422886e-84,0.5230513210367145
165,0.5230513478864937,3.8530487205923284e-147,0.5230513478864937
166,0.5230513787454641,6.872928400153221e-307,0.5230513787454641
167,0.5230514125731759,0.0,0.5230514125731759
168,0.5230514482520353,0.0,0.5230514482520353
169,0.5230514846633044,0.0,0.5230514846633044
170,0.5230515207514864,0.0,0.5230515207514864
171,0.5230515555749773,0.0,0.5230515555749773
172,0.5230515883421987,0.0,0.5230515883421987
173,0.5230516184333566,0.0,0.5230516184333566
174,0.5230516454089823,0.0,0.5230516454089823
175,0.5230516690068818,0.0,0.5230516690068818
176,0.5230516891296821,0.0,0.5230516891296821
177,0.5230517058252283,0.0,0.5230517058252283
178,0.523051719262222,0.0,0.523051719262222
179,0.5230517297032666,0.0,0.5230517297032666
180,0.5230517374773364,0.0,0.5230517374773364
181,0.5230517429533232,0.0,0.5230517429533232
182,0.5230517465159961,0.0,0.5230517465159961
183,0.5230517485452254,0.0,0.5230517485452254
184,0.5230517493992142,0.0,0.5230517493992142
185,0.5230517494018246,0.0,0.5230517494018246
186,0.523051748834021,0.0,0.523051748834021
187,0.5230517479292074,0.0,0.5230517479292074
188,0.5230517468719482,0.0,0.5230517468719482
189,0.5230517457995371,0.0,0.5230517457995371
190,0.5230517448058251,0.0,0.5230517448058251
191,0.5230517439466121,0.0,0.5230517439466121
192,0.523051743246038,0.0,0.523051743246038
193,0.5230517427034178,0.0,0.5230517427034178
194,0.5225470678968998,0.0,0.5225470678968998
195,0.5202972494397905,0.0,0.5202972494397905
196,0.5143625725725199,5.747500062537825e-123,0.5143625725725199
197,0.5023782798760487,1.30219220772828e-49,0.5023782798760487
198,0.48196760784825865,2.7040756977070535e-24,0.48196760784825865
199,0.4511864830902964,5.454464411874397e-13,0.45118648309084186
200,0.40888259591012255,3.354620868124267e-7,0.4088829313722094
