frame,actor_1_ppa,actor_2_ppa
1,0.05661252308848576,0.015124748000844863
2,0.05568377921404148,0.016685548701348613
3,0.05481542499988253,0.01802290013826358
4,0.054667111603429505,0.019138250760891838
5,0.05561194949222851,0.020062904441668424
6,0.05788509273297992,0.020832813639044687
7,0.061442437636705656,0.02150372043913502
8,0.06583188642051624,0.02213560490160266
9,0.07002010538416413,0.022741516379730348
10,0.07163892590924956,0.0232870691524952
11,0.06700501420003777,0.023665448580374636
12,0.05231243939637749,0.023618571376750632
13,0.034093493525860656,0.022954401297772247
14,0.03524236611872496,0.021632031549002336
15,0.03252148915204702,0.019789537855322024
16,0.028303807872067294,0.017680937258093405
17,0.024235731324760344,0.015567671796943105
18,0.02084330765641739,0.013638737017127395
19,0.018155422032404927,0.011988762446650892
20,0.01603832028296477,0.010634921737929973
21,0.014352762599182802,0.00955763473260075
22,0.013416185355955491,0.008721839630423714
23,0.013025935183070955,0.008087655312937363
24,0.012826920912147582,0.007614764909506131
25,0.013502131589905594,0.007269648079307335
26,0.014455790134767343,0.007025959172834219
27,0.015493100754395124,0.006863836114295393
28,0.0165550150041456,0.0067688685293040415
29,0.017573428568983203,0.006731054352903266
30,0.01847689957962171,0.006743865532482707
31,0.019199282997388337,0.0068034502537956945
32,0.019688988312717474,0.006907957960341793
33,0.019915955657386575,0.007056955965193818
34,0.019874744168227883,0.007250854771005686
35,0.01958127421140936,0.007490339971532723
36,0.01906637766678745,0.0077758540089165485
37,0.018368975348920527,0.008106899269841998
38,0.01752916152465031,0.008810398583992528
39,0.0165832295964937,0.009244929730586155
40,0.018837873091262686,0.009709336130264474
41,0.022584530144531507,0.010188981615175972
42,0.02607550770380146,0.010663533233911183
43,0.029326549502488683,0.01110729880173464
44,0.032352494378343505,0.011490970769762512
45,0.035164204802586266,0.011785030522697264
46,0.03776683609294947,0.011964513724923461
47,0.040159178961055725,0.012014108029029223
48,0.04233383084375998,0.011932037530886858
49,0.04427799074806771,0.011731324057479132
50,0.04597470459024675,0.011582090615825555
51,0.047404407295254816,0.01165922179249822
52,0.048546860102038805,0.011670810390428363
53,0.049382419116529595,0.011650868245092774
54,0.04989398578894433,0.011634376195499492
55,0.05006773870209246,0.01165497856850339
56,0.04989436557993219,0.011744201579457677
57,0.04973014504078972,0.011931883972989036
58,0.049987417419408375,0.012247291325031724
59,0.049893037212365994,0.01272026226122324
60,0.0505163955056986,0.013381434602631538
61,0.050826229041914237,0.01425985933128108
62,0.0507846695734006,0.015374927741977126
63,0.05039557757321614,0.016718071628127943
64,0.04966596447071798,0.018220396649061187
65,0.048605407132668824,0.019707604161654874
66,0.04722553366580897,0.020947212582293845
67,0.045539614527521186,0.022439417043115945
68,0.04356227361594049,0.02343240325963383
69,0.04130931942181355,0.02301184226063767
70,0.03879769400058936,0.021076918104390434
71,0.036045612089693126,0.018080561579237403
72,0.03307127749664201,0.014746326380793498
73,0.02989433231975094,0.011660322698663341
74,0.026535041486293813,0.009103052431986891
75,0.023014821898411735,0.0071145868402320645
76,0.019356981587507958,0.005618922526892398
77,0.016723472578257924,0.004509888420606407
78,0.01745382358243003,0.0036902421813560945
79,0.018085900140524136,0.0030830721581510128
80,0.01861490770147309,0.002631450841292951
81,0.01903688414412564,0.0022945578080708243
82,0.019348731044305883,0.0020435688867409497
83,0.019548225979487643,0.0018583090241487802
84,0.019634018970840474,0.0017247834512634957
85,0.019605616879818658,0.001633436307587195
86,0.01946335970173439,0.0015779688522665298
87,0.019208392344711625,0.001554622347078611
88,0.018842634792200122,0.0015618594429807175
89,0.01836876406482632,0.0016003164746494442
90,0.017790172763925634,0.0016729234552347585
91,0.01711092065480431,0.00178524985768562
92,0.016335720841251573,0.0019462217165858765
93,0.015469902953462306,0.0021693761515662116
94,0.014519406718672481,0.0024748806288405777
95,0.014373328865686999,0.0028927046235526113
96,0.014386241022160944,0.0034674968711652203
97,0.014775986601215292,0.00426586860471774
98,0.015725463236388376,0.005386533018724281
99,0.01658822804280875,0.006972038303898181
100,0.017358138524070307,0.00921467295829343
101,0.01802971455422556,0.012332440577297115
102,0.018598180842296738,0.01645935509749772
103,0.01905950282238318,0.02137970366098891
104,0.01941041578467798,0.02618220794671064
105,0.01964844719104443,0.029330917373220106
106,0.019771932125532753,0.029648791390483254
107,0.01978002136583357,0.027349396950637005
108,0.019672676027694708,0.025257099009392717
109,0.019450949521785128,0.02289723220070917
110,0.019116628306265218,0.020359551644652876
111,0.018671753285186943,0.01807842314200776
112,0.01811927560923593,0.01619884099483539
113,0.0174629346374804,0.015373238074187194
114,0.016707232231415497,0.014196256455696589
115,0.019404258275288563,0.013334187514029787
116,0.023049007405691543,0.012730613188334343
117,0.02655699666057152,0.012336542087191274
118,0.029903547271026253,0.012109512135030372
119,0.03306526418190064,0.012010760876243608
120,0.036020137570084126,0.012001979694903622
121,0.0387476325288064,0.012042485643373594
122,0.04122877239520416,0.012087590219412764
123,0.04344622122321752,0.0120890759052518
124,0.04538436958969068,0.011998603148715248
125,0.047029426017763304,0.011780903210472432
126,0.048369514819148335,0.011809752177876305
127,0.04939502393609563,0.011812173791438892
128,0.05009828170805131,0.01163525790229919
129,0.05047403464627091,0.011291546269245452
130,0.050519033467319466,0.010813579856557539
131,0.05023229489897841,0.010245431886015998
132,0.049958092350690805,0.009633236493374314
133,0.05013857108757863,0.009017809680509034
134,0.049989250053604446,0.008430709440333709
135,0.05052911497523899,0.007893418247610196
136,0.05081841680000573,0.007418487708642296
137,0.050772815245087984,0.007011481423238001
138,0.05039268639214942,0.0066730340445338605
139,0.04968092225352584,0.0064008684325085
140,0.048642880157474,0.006191740937961126
141,0.04728631390786154,0.006042873640071518
142,0.04562129083193586,0.005952441101694887
143,0.043660098738825315,0.005919432453866419
144,0.04141714821847925,0.005943480855932747
145,0.03890888503149538,0.006024843493492797
146,0.036153808114108434,0.006164430303098838
147,0.03317103519746136,0.006363777828311929
148,0.029981504011699876,0.006624938859974355
149,0.02660708254297478,0.006950221354814791
150,0.02307063171920432,0.007341788739431556
151,0.01939682800178154,0.007801101199520797
152,0.01671189833713436,0.008328146696952851
153,0.017443193760939606,0.008920480104859673
154,0.018075166586960355,0.009572083452019308
155,0.018603363104941966,0.01027217155771669
156,0.01902415842042705,0.011004096163790843
157,0.019334756872947605,0.011744573566616859
158,0.019533182184922452,0.012463546855668629
159,0.019618261128109566,0.0131252332193461
160,0.019589604124343005,0.0136913778883463
161,0.019447585477913046,0.014127571485189602
162,0.019193325028899543,0.014410653081469584
163,0.018828672066061366,0.014531745449895956
164,0.018356202863072442,0.014493147723036238
165,0.01777919474692318,0.01430423084274207
166,0.01710159171680705,0.013980003200314
167,0.016328001956215903,0.01354092658806163
168,0.015463669321934815,0.013012048070381057
169,0.014514471646704228,0.012421038036354902
170,0.014369902492480949,0.011795862863544802
171,0.014383692954442117,0.011162568051683813
172,0.014775186841204657,0.010543638301873017
173,0.015725253752332795,0.009957105791972507
174,0.016588496746341577,0.00941638880728213
175,0.017358755773553867,0.008930674585516867
176,0.01803054723210478,0.008505635528461154
177,0.01859910447355793,0.008144276505750543
178,0.019060410887497894,0.007847764897739294
179,0.019411225803122836,0.007616155199514075
180,0.019649103542884648,0.007448968683126246
181,0.019772405904464958,0.007345619629012844
182,0.01978030779617182,0.007305694040811472
183,0.019672790120224205,0.007329089114347909
184,0.01945092067520182,0.007415968269616792
185,0.01911649443813242,0.00756656701297511
186,0.018671555842747052,0.007780976061814261
187,0.018119054667172205,0.008058532957016895
188,0.017462725195055942,0.008721559909529912
189,0.01670706169045251,0.009137007361239746
190,0.019405453033322546,0.0096013271580122
191,0.02304992289192413,0.010099249225731827
192,0.026557702298286696,0.010608629328212419
193,0.02990410932535829,0.011100290474353803
194,0.03304016967253164,0.011545352219579206
195,0.035921407682758096,0.011919290756753407
196,0.03853064706302132,0.012205514744707937
197,0.040889321902236236,0.012397145217678065
198,0.043055345034791664,0.012496387372796312
199,0.04510957654364641,0.012511822119015081
200,0.047134608052284026,0.012677856677744717
