step,x,y,z,vx,vy,vz,heading,omega
49, -3.553138404726158, 2.187413523166647, 1.5, 0.2761496552509292, -0.11722358083932141, 0.0, -0.4014410902038643, 0.1
50, -3.2320508075688794, 2.299038105676658, 1.5, 0.2598076211353317, -0.14999999999999983, 0.0, -0.5235987755982983, 0.1
51, -2.9123604203222153, 2.307595057190567, 1.5, 0.24525338184404946, -0.17277377895403243, 0.0, -0.6137200203042479, 0.1
52, -2.601631281810601, 2.2367645350117864, 1.5, 0.2333872709767732, -0.18849504435399417, 0.0, -0.6793877207101076, 0.1
53, -2.3021794774793927, 2.1050913326816403, 1.5, 0.2243130023450393, -0.1992076227932917, 0.0, -0.726189628303297, 0.1
54, -2.014648231555172, 1.927043655728776, 1.5, 0.2178756431696997, -0.20622852400526384, 0.0, -0.7579421908613416, 0.1
55, -1.7394886192313588, 1.7142939978657734, 1.5, 0.21388548441425978, -0.2103639692458702, 0.0, -0.7770977772345761, 0.1
56, -1.4775061731609682, 1.4765615386535225, 1.5, 0.21220183702663428, -0.21206220870895814, 0.0, -0.7850690562905924, 0.1
57, -1.230036888307262, 1.2220063474329486, 1.5, 0.21276126703428047, -0.2115009296669109, 0.0, -0.7824275153647466, 0.1
58, -0.9989848370329659, 0.9572645318024493, 1.5, 0.21558508840802992, -0.2086218340828733, 0.0, -0.7689848786205744, 0.1
59, -0.7867949731249602, 0.6871759884211286, 1.5, 0.22077713751853897, -0.20311931357977783, 0.0, -0.743766248093084, 0.1
60, -0.5963383017205834, 0.41419444814988826, 1.5, 0.22850839272681375, -0.1943808489882896, 0.0, -0.7048717707030306, 0.1
61, -0.43057039699937927, 0.13741368984260527, 1.5, 0.23896757345335318, -0.1813684063937715, 0.0, -0.6492150766962164, 0.1
62, -0.2915954957381366, -0.1488512915450455, 1.5, 0.2522225401646583, -0.1624308783233266, 0.0, -0.5721444975468174, 0.1
63, -0.17830491509660185, -0.45670137234323016, 1.5, 0.2678677950050388, -0.1350808809533699, 0.0, -0.4670672596192658, 0.1
64, -0.08112163004977901, -0.8049922737537063, 1.5, 0.2842378461955356, -0.09596273646641715, 0.0, -0.32559838456187096, 0.1
65, 0.026887380334490896, -1.2132111859820807, 1.5, 0.29707566581131234, -0.04178574856054938, 0.0, -0.1397401764839244, 0.1
66, 0.19526675291285978, -1.6797244609843454, 1.5, 0.29874586940270637, 0.02740265525129072, 0.0, 0.09146968075739138, 0.1
67, 0.4739112418597766, -2.150466939247429, 1.5, 0.28157536951766127, 0.1035147877406532, 0.0, 0.35229130246722606, 0.1
68, 0.8604967058312623, -2.5300005429654018, 1.5, 0.24574005244485536, 0.17208087233739758, 0.0, 0.610897554225264, 0.1
69, 1.2917428426880633, -2.7537568756164292, 1.5, 0.20057657961652914, 0.22308974810451093, 0.0, 0.838487144914003, 0.1
70, 1.7017867614953972, -2.8237495623184588, 1.5, 0.15582744171486082, 0.2563548486153551, 0.0, 1.0246186366821861, 0.1
71, 2.059233491237107, -2.7759249049219745, 1.5, 0.11608434292130035, 0.27663048517567607, 0.0, 1.1734770789720188, 0.1
72, 2.3597253247006247, -2.6466517215689347, 1.5, 0.08190362380279032, 0.28860318156245435, 0.0, 1.2942736549538503, 0.1
73, 2.6101866872188686, -2.4628263521268345, 1.5, 0.05217021359889688, 0.29542895730284374, 0.0, 1.3960069657165985, 0.1
74, 2.820353911593915, -2.242989502544651, 1.5, 0.025368699923189658, 0.29892545737057447, 0.0, 1.4861328868092536, 0.1
75, 2.9999999999999996, -2.000000000000001, 1.5, 8.49830834647197e-17, 0.3, 0.0, 1.5707963267948963, 0.1
76, 3.1586032439031095, -1.7426832623963437, 1.5, -0.02536869992318949, 0.2989254573705745, 0.0, 1.655459766780539, 0.1
77, 3.3057895352041595, -1.4762264119110837, 1.5, -0.05217021359889671, 0.2954289573028438, 0.0, 1.7455856878731941, 0.1
78, 3.451773642071163, -1.201390699263789, 1.5, -0.08190362380279048, 0.2886031815624543, 0.0, 1.8473189986359435, 0.1
79, 3.607024730187776, -0.9124815640870446, 1.5, -0.11608434292129977, 0.2766304851756763, 0.0, 1.9681155746177723, 0.1
80, 3.7794859843602073, -0.5943150858862785, 1.5, -0.15582744171486063, 0.2563548486153553, 0.0, 2.1169740169076063, 0.1
81, 3.966097237575119, -0.22077309911038157, 1.5, -0.20057657961652936, 0.22308974810451074, 0.0, 2.3031055086757912, 0.1
82, 4.137030738429332, 0.23558891180009245, 1.5, -0.2457400524448547, 0.17208087233739855, 0.0, 2.530695099364525, 0.1
83, 4.228249502095261, 0.7702697693720496, 1.5, -0.28157536951766116, 0.1035147877406536, 0.0, 2.7893013511225657, 0.1
84, 4.17854501161561, 1.3143557243004715, 1.5, -0.2987458694027064, 0.02740265525129035, 0.0, 3.050122972832403, 0.1
85, 3.98789625781866, 1.7703545001227332, 1.5, -0.2970756658113125, -0.041785748560548404, 0.0, -3.001852477105872, 0.1
86, 3.708716319224031, 2.084495426639267, 1.5, -0.2842378461955357, -0.09596273646641683, 0.0, -2.8159942690279234, 0.1
87, 3.393265684970581, 2.2577797850548293, 1.5, -0.26786779500503877, -0.13508088095337004, 0.0, -2.674525393970527, 0.1
88, 3.0713717064573087, 2.314596335856067, 1.5, -0.25222254016465834, -0.1624308783233265, 0.0, -2.5694481560429763, 0.1
89, 2.755663915711998, 2.280831728741015, 1.5, -0.23896757345335323, -0.18136840639377141, 0.0, -2.492377576893577, 0.1
90, 2.4504402679702686, 2.1775502050273072, 1.5, -0.22850839272681384, -0.1943808489882895, 0.0, -2.436720882886763, 0.1
91, 2.1569001937888976, 2.0210815259759123, 1.5, -0.22077713751853908, -0.20311931357977772, 0.0, -2.39782640549671, 0.1
92, 1.8754830084074345, 1.824359922635863, 1.5, -0.21558508840802992, -0.2086218340828733, 0.0, -2.372607774969219, 0.1
93, 1.606780005483143, 1.5980060481258624, 1.5, -0.21276126703428044, -0.21150092966691095, 0.0, -2.3591651382250465, 0.1
94, 1.351851653860826, 1.3509345774659245, 1.5, -0.21220183702663423, -0.21206220870895826, 0.0, -2.3565235972992005, 0.1
95, 1.1123178396254398, 1.0905589254124979, 1.5, -0.21388548441425975, -0.21036396924587025, 0.0, -2.364494876355217, 0.1
96, 0.8903603440408226, 0.8226699976747414, 1.5, -0.21787564316969965, -0.2062285240052639, 0.0, -2.3836504627284514, 0.1
97, 0.688660553787801, 0.5510103045622539, 1.5, -0.22431300234503915, -0.19920762279329188, 0.0, -2.4154030252864955, 0.1
98, 0.5101989978797115, 0.2765027230414734, 1.5, -0.23338727097677306, -0.18849504435399433, 0.0, -2.462204932879685, 0.1
99, 0.3576846709317769, -0.0039446711368029685, 1.5, -0.24525338184404952, -0.17277377895403234, 0.0, -2.5278726332855457, 0.1
100, 0.2320508075688783, -0.29903810567665445, 1.5, -0.2598076211353314, -0.15000000000000033, 0.0, -2.617993877991493, 0.1
101, 0.12885699861956645, -0.6244324453090222, 1.5, -0.27614965525092894, -0.11722358083932213, 0.0, -2.7401515633859264, 0.1
102, 0.031086881924299314, -1.0008249349774008, 1.5, -0.291503827675555, -0.07089089116734476, 0.0, -2.9030333567218465, 0.1
103, -0.09984864496050516, -1.4410727620343935, 1.5, -0.29987120648693844, -0.008789739476681175, 0.0, -3.112289328460616, 0.1
104, -0.3191683176876099, -1.9202695734587316, 1.5, -0.2927725273901488, 0.06545416110213731, 0.0, 2.9216429517002656, 0.1
105, -0.656788137849146, -2.357267028832702, 1.5, -0.2655394267913543, 0.13960233815849565, 0.0, 2.657572684171805, 0.1
106, -1.0753215845656756, -2.662572499405303, 1.5, -0.22361567938737661, 0.19999006958377205, 0.0, 2.4119094066523146, 0.1
107, -1.5022211837883772, -2.8059989556361753, 1.5, -0.17773711453947919, 0.24168061178998212, 0.0, 2.2049017125389745, 0.1
108, -1.8877772996257085, -2.8120947852767486, 1.5, -0.1352328237058569, 0.2677911189575573, 0.0, 2.0384308979792323, 0.1
109, -2.216293381915155, -2.7195590126276787, 1.5, -0.09834976660215682, 0.28342075331439875, 0.0, 1.9048047524218406, 0.1
110, -2.490616583140951, -2.5602378542585287, 1.5, -0.06657393285906994, 0.29251993344672433, 0.0, 1.7945723905996696, 0.1
111, -2.7196868631347484, -2.3564982311508462, 1.5, -0.03849858612130274, 0.29751951006053473, 0.0, 1.6994798076160988, 0.1
112, -2.913396533267145, -2.1237531650354318, 1.5, -0.01259579355441444, 0.2997354600055432, 0.0, 1.6127946507425617, 0.1
113, -3.0813404473259993, -1.8727196350384852, 1.5, 0.012595793554413613, 0.2997354600055432, 0.0, 1.5287980028472343, 0.1
114, -3.2330013447521204, -1.6104285696562806, 1.5, 0.03849858612130305, 0.2975195100605347, 0.0, 1.4421128459736934, 0.1
115, -3.378269021261882, -1.3400279250311318, 1.5, 0.06657393285906965, 0.29251993344672444, 0.0, 1.3470202629901247, 0.1
116, -3.5276236032772403, -1.059384364897647, 1.5, 0.09834976660215572, 0.28342075331439914, 0.0, 1.2367879011679566, 0.1
117, -3.6908816157038022, -0.7584534674906789, 1.5, 0.13523282370585735, 0.26779111895755714, 0.0, 1.1031617556105593, 0.1
118, -3.872049377648098, -0.4164092015635894, 1.5, 0.17773711453947882, 0.2416806117899824, 0.0, 0.9366909410508203, 0.1
119, -4.056863976397362, -0.003961761711662071, 1.5, 0.2236156793873762, 0.1999900695837725, 0.0, 0.7296832469374807, 0.1
120, -4.197313828400537, 0.49590252005275504, 1.5, 0.265539426791354, 0.13960233815849624, 0.0, 0.4840199694179904, 0.1
121, -4.222802016222928, 1.047547425430229, 1.5, 0.2927725273901487, 0.06545416110213803, 0.0, 0.21994970188953014, 0.1
122, -4.098131398119686, 1.5582692883901388, 1.5, 0.29987120648693844, -0.008789739476680573, 0.0, -0.02930332512917511, 0.1
123, -3.8556308204164367, 1.946036817208662, 1.5, 0.29150382767555516, -0.07089089116734432, 0.0, -0.23855929686794525, 0.1
124, -3.5531384047261554, 2.1874135231666485, 1.5, 0.2761496552509291, -0.11722358083932173, 0.0, -0.4014410902038655, 0.1
125, -3.2320508075688767, 2.299038105676658, 1.5, 0.2598076211353315, -0.15000000000000005, 0.0, -0.5235987755982991, 0.1
126, -2.912360420322213, 2.307595057190567, 1.5, 0.24525338184404935, -0.1727737789540326, 0.0, -0.6137200203042485, 0.1
127, -2.6016312818106053, 2.2367645350117877, 1.5, 0.23338727097677336, -0.188495044353994, 0.0, -0.6793877207101068, 0.1
128, -2.302179477479391, 2.105091332681639, 1.5, 0.22431300234503926, -0.19920762279329177, 0.0, -0.7261896283032971, 0.1
129, -2.01464823155517, 1.9270436557287745, 1.5, 0.21787564316969965, -0.2062285240052639, 0.0, -0.7579421908613418, 0.1
130, -1.7394886192313623, 1.7142939978657767, 1.5, 0.21388548441425984, -0.2103639692458702, 0.0, -0.777097777234576, 0.1
131, -1.4775061731609689, 1.4765615386535231, 1.5, 0.21220183702663428, -0.21206220870895814, 0.0, -0.7850690562905924, 0.1
132, -1.2300368883072603, 1.2220063474329466, 1.5, 0.2127612670342805, -0.21150092966691086, 0.0, -0.7824275153647464, 0.1
133, -0.9989848370329667, 0.95726453180245, 1.5, 0.21558508840802992, -0.2086218340828733, 0.0, -0.7689848786205744, 0.1
134, -0.7867949731249606, 0.6871759884211295, 1.5, 0.22077713751853892, -0.2031193135797779, 0.0, -0.7437662480930842, 0.1
135, -0.5963383017205841, 0.4141944481498887, 1.5, 0.22850839272681375, -0.1943808489882896, 0.0, -0.7048717707030306, 0.1
136, -0.4305703969993797, 0.13741368984260593, 1.5, 0.23896757345335312, -0.18136840639377153, 0.0, -0.6492150766962165, 0.1
137, -0.2915954957381368, -0.14885129154504417, 1.5, 0.2522225401646582, -0.16243087832332673, 0.0, -0.5721444975468178, 0.1
138, -0.1783049150966023, -0.45670137234322905, 1.5, 0.26786779500503877, -0.13508088095337, 0.0, -0.4670672596192662, 0.1
139, -0.08112163004977946, -0.8049922737537052, 1.5, 0.2842378461955356, -0.09596273646641729, 0.0, -0.3255983845618714, 0.1
140, 0.026887380334492228, -1.2132111859820842, 1.5, 0.29707566581131245, -0.041785748560548897, 0.0, -0.13974017648392278, 0.1
141, 0.19526675291285867, -1.679724460984344, 1.5, 0.2987458694027064, 0.027402655251290493, 0.0, 0.09146968075739063, 0.1
142, 0.4739112418597722, -2.1504669392474227, 1.5, 0.2815753695176617, 0.10351478774065219, 0.0, 0.35229130246722246, 0.1
143, 0.8604967058312658, -2.530000542965404, 1.5, 0.24574005244485503, 0.17208087233739808, 0.0, 0.6108975542252661, 0.1
144, 1.2917428426880666, -2.75375687561643, 1.5, 0.20057657961652878, 0.22308974810451127, 0.0, 0.8384871449140047, 0.1
145, 1.701786761495392, -2.8237495623184588, 1.5, 0.15582744171486138, 0.2563548486153548, 0.0, 1.024618636682184, 0.1
146, 2.059233491237106, -2.7759249049219745, 1.5, 0.11608434292130049, 0.276630485175676, 0.0, 1.1734770789720184, 0.1
147, 2.359725324700627, -2.6466517215689334, 1.5, 0.08190362380279007, 0.28860318156245446, 0.0, 1.2942736549538512, 0.1
148, 2.6101866872188677, -2.462826352126835, 1.5, 0.052170213598896946, 0.29542895730284374, 0.0, 1.3960069657165983, 0.1
149, 2.8203539115939145, -2.242989502544652, 1.5, 0.025368699923189724, 0.29892545737057447, 0.0, 1.4861328868092534, 0.1
150, 2.999999999999999, -2.0000000000000013, 1.5, 1.5159646494222909e-16, 0.3, 0.0, 1.5707963267948961, 0.1
